tract,tested,BLL_geq_5,BLL_geq_10,state,year
08049000100,8,<3,<3,CO,2010
08049000201,3,<3,<3,CO,2010
08049000202,15,<3,<3,CO,2010
08051963600,8,<3,<3,CO,2010
08051963700,14,<3,<3,CO,2010
08051963800,9,<3,<3,CO,2010
08051963900,4,<3,<3,CO,2010
08053973100,<3,<3,<3,CO,2010
08055960600,56,8,<3,CO,2010
08055960900,12,<3,<3,CO,2010
08057955600,5,<3,<3,CO,2010
08059009806,43,<3,<3,CO,2010
08059009807,24,<3,<3,CO,2010
08059009808,34,<3,<3,CO,2010
08059009815,32,<3,<3,CO,2010
08059009823,17,<3,<3,CO,2010
08059009824,31,<3,<3,CO,2010
08059009827,61,<3,<3,CO,2010
08059009828,35,<3,<3,CO,2010
08059009829,11,<3,<3,CO,2010
08059009830,22,<3,<3,CO,2010
08059009831,28,<3,<3,CO,2010
08059009832,39,<3,<3,CO,2010
08059009833,108,3,<3,CO,2010
08059009834,33,<3,<3,CO,2010
08059009835,23,<3,<3,CO,2010
08059009836,24,<3,<3,CO,2010
08059009837,21,<3,<3,CO,2010
08059009838,4,<3,<3,CO,2010
08059009839,14,<3,<3,CO,2010
08059009840,27,<3,<3,CO,2010
08059009841,24,<3,<3,CO,2010
08059009842,22,<3,<3,CO,2010
08059009843,68,<3,<3,CO,2010
08059009845,13,<3,<3,CO,2010
08059009846,11,<3,<3,CO,2010
08059009847,11,<3,<3,CO,2010
08059009848,8,<3,<3,CO,2010
08059009849,93,3,<3,CO,2010
08059009850,21,<3,<3,CO,2010
08059009851,33,<3,<3,CO,2010
08059009852,24,<3,<3,CO,2010
08059009900,29,<3,<3,CO,2010
08059010000,56,<3,<3,CO,2010
08059010100,110,4,<3,CO,2010
08059010205,15,<3,<3,CO,2010
08059010206,36,<3,<3,CO,2010
08059010208,110,4,<3,CO,2010
08059010209,132,4,<3,CO,2010
08059010210,34,<3,<3,CO,2010
08059010211,69,4,<3,CO,2010
08059010212,120,6,<3,CO,2010
08059010213,105,6,<3,CO,2010
08059010303,94,3,<3,CO,2010
08059010304,54,<3,<3,CO,2010
08059010305,123,4,<3,CO,2010
08059010306,60,3,<3,CO,2010
08059010307,128,3,<3,CO,2010
08059010308,83,4,<3,CO,2010
08059010402,188,5,<3,CO,2010
08059010403,173,6,<3,CO,2010
08059010405,86,<3,<3,CO,2010
08059010406,121,<3,<3,CO,2010
08059010502,82,<3,<3,CO,2010
08059010503,59,4,<3,CO,2010
08059010504,35,<3,<3,CO,2010
08059010603,57,<3,<3,CO,2010
08059010604,62,<3,<3,CO,2010
08059010701,84,3,<3,CO,2010
08059010702,218,9,<3,CO,2010
08059010801,60,<3,<3,CO,2010
08059010901,132,12,<3,CO,2010
08059010902,164,<3,<3,CO,2010
08059011000,184,4,<3,CO,2010
08059011100,267,5,<3,CO,2010
08059011202,173,6,<3,CO,2010
08059011300,145,6,<3,CO,2010
08059011401,135,6,<3,CO,2010
08059011402,179,13,<3,CO,2010
08059011550,393,23,<3,CO,2010
08059011601,183,5,<3,CO,2010
08059011602,459,9,<3,CO,2010
08059011701,103,<3,<3,CO,2010
08059011702,119,4,<3,CO,2010
08059011708,58,<3,<3,CO,2010
08059011709,55,4,<3,CO,2010
08059011710,66,3,<3,CO,2010
08059011711,100,4,<3,CO,2010
08059011712,23,<3,<3,CO,2010
08059011720,43,<3,<3,CO,2010
08059011721,55,<3,<3,CO,2010
08059011723,58,<3,<3,CO,2010
08059011724,43,<3,<3,CO,2010
08059011725,13,<3,<3,CO,2010
08059011726,42,<3,<3,CO,2010
08059011727,38,<3,<3,CO,2010
08059011728,31,<3,<3,CO,2010
08059011729,52,<3,<3,CO,2010
08059011730,90,3,<3,CO,2010
08059011731,48,3,<3,CO,2010
08059011732,80,<3,<3,CO,2010
08059011733,40,3,<3,CO,2010
08059011803,112,4,<3,CO,2010
08059011804,58,<3,<3,CO,2010
08059011805,115,<3,<3,CO,2010
08059011806,165,10,<3,CO,2010
08059011904,28,<3,<3,CO,2010
08059011951,53,<3,<3,CO,2010
08059012022,16,<3,<3,CO,2010
08059012023,16,<3,<3,CO,2010
08059012024,11,<3,<3,CO,2010
08059012026,12,<3,<3,CO,2010
08059012027,13,<3,<3,CO,2010
08059012030,14,<3,<3,CO,2010
08059012031,10,<3,<3,CO,2010
08059012032,6,<3,<3,CO,2010
08059012033,4,<3,<3,CO,2010
08059012034,7,<3,<3,CO,2010
08059012035,9,<3,<3,CO,2010
08059012036,11,<3,<3,CO,2010
08059012037,7,<3,<3,CO,2010
08059012038,24,<3,<3,CO,2010
08059012039,48,<3,<3,CO,2010
08059012041,37,<3,<3,CO,2010
08059012042,21,3,<3,CO,2010
08059012043,28,<3,<3,CO,2010
08059012044,27,<3,<3,CO,2010
08059012045,27,<3,<3,CO,2010
08059012046,14,<3,<3,CO,2010
08059012047,34,<3,<3,CO,2010
08059012048,11,<3,<3,CO,2010
08059012049,19,<3,<3,CO,2010
08059012050,12,<3,<3,CO,2010
08059012051,18,<3,<3,CO,2010
08059012052,41,4,<3,CO,2010
08059012053,17,<3,<3,CO,2010
08059012054,8,<3,<3,CO,2010
08059012055,16,<3,<3,CO,2010
08059012057,29,<3,<3,CO,2010
08059012058,6,<3,<3,CO,2010
08059012059,14,<3,<3,CO,2010
08059012060,17,<3,<3,CO,2010
08059015800,94,<3,<3,CO,2010
08059015900,63,<3,<3,CO,2010
08059060300,31,<3,<3,CO,2010
08059060400,28,<3,<3,CO,2010
08059060500,34,<3,<3,CO,2010
08059980000,<3,<3,<3,CO,2010
08059980400,<3,<3,<3,CO,2010
08061960100,7,<3,<3,CO,2010
08063962100,3,<3,<3,CO,2010
08063962200,<3,<3,<3,CO,2010
08063962300,<3,<3,<3,CO,2010
08065961700,336,35,10,CO,2010
08065961900,118,4,<3,CO,2010
08067940300,93,4,<3,CO,2010
08067940400,64,<3,<3,CO,2010
08067970600,187,12,<3,CO,2010
08067970701,96,4,<3,CO,2010
08067970703,104,6,<3,CO,2010
08067970704,51,<3,<3,CO,2010
08067970800,93,5,<3,CO,2010
08067970900,68,<3,<3,CO,2010
08067971000,60,4,<3,CO,2010
08067971100,90,8,<3,CO,2010
08069000100,17,<3,<3,CO,2010
08069000201,12,<3,<3,CO,2010
08069000202,20,<3,<3,CO,2010
08069000300,10,<3,<3,CO,2010
08069000401,14,<3,<3,CO,2010
08069000402,21,<3,<3,CO,2010
08069000503,28,<3,<3,CO,2010
08069000504,6,<3,<3,CO,2010
08069000505,11,<3,<3,CO,2010
08069000506,11,<3,<3,CO,2010
08069000600,11,<3,<3,CO,2010
08069000700,11,<3,<3,CO,2010
08069000801,12,<3,<3,CO,2010
08069000802,252,5,<3,CO,2010
08069000901,29,<3,<3,CO,2010
08069000902,15,<3,<3,CO,2010
08069001003,43,<3,<3,CO,2010
08069001004,11,<3,<3,CO,2010
08069001007,19,<3,<3,CO,2010
08069001008,3,<3,<3,CO,2010
08069001009,17,<3,<3,CO,2010
08069001010,3,<3,<3,CO,2010
08069001104,33,<3,<3,CO,2010
08069001106,25,<3,<3,CO,2010
08069001107,15,<3,<3,CO,2010
08069001109,20,<3,<3,CO,2010
08069001110,16,<3,<3,CO,2010
08069001111,3,<3,<3,CO,2010
08069001112,40,<3,<3,CO,2010
08069001113,8,<3,<3,CO,2010
08069001114,4,<3,<3,CO,2010
08069001301,12,<3,<3,CO,2010
08069001304,31,<3,<3,CO,2010
08069001305,25,<3,<3,CO,2010
08069001306,44,<3,<3,CO,2010
08069001307,25,<3,<3,CO,2010
08069001308,14,<3,<3,CO,2010
08069001601,12,<3,<3,CO,2010
08069001602,12,<3,<3,CO,2010
08069001603,43,<3,<3,CO,2010
08069001605,8,<3,<3,CO,2010
08069001606,5,<3,<3,CO,2010
08069001607,7,<3,<3,CO,2010
08069001608,8,<3,<3,CO,2010
08069001704,162,6,<3,CO,2010
08069001706,101,<3,<3,CO,2010
08069001707,76,<3,<3,CO,2010
08069001708,27,<3,<3,CO,2010
08069001709,73,5,<3,CO,2010
08069001804,65,4,<3,CO,2010
08069001806,39,<3,<3,CO,2010
08069001807,64,4,<3,CO,2010
08069001808,34,<3,<3,CO,2010
08069001809,50,<3,<3,CO,2010
08069001901,75,<3,<3,CO,2010
08069001902,47,<3,<3,CO,2010
08069001903,7,<3,<3,CO,2010
08069002005,97,<3,<3,CO,2010
08069002007,45,5,<3,CO,2010
08069002008,51,<3,<3,CO,2010
08069002010,4,<3,<3,CO,2010
08069002011,22,<3,<3,CO,2010
08069002300,10,<3,<3,CO,2010
08069002401,<3,<3,<3,CO,2010
08069002402,7,<3,<3,CO,2010
08069002501,30,<3,<3,CO,2010
08069002502,55,3,<3,CO,2010
08069002503,12,<3,<3,CO,2010
08069002600,23,4,<3,CO,2010
08069002700,47,4,<3,CO,2010
08069002801,6,<3,<3,CO,2010
08069002802,13,<3,<3,CO,2010
08069002803,<3,<3,<3,CO,2010
08071000100,69,<3,<3,CO,2010
08071000200,36,<3,<3,CO,2010
08071000300,12,<3,<3,CO,2010
08071000400,27,<3,<3,CO,2010
08071000500,32,<3,<3,CO,2010
08071000800,21,<3,<3,CO,2010
08073961700,71,10,<3,CO,2010
08073961800,12,<3,<3,CO,2010
08075965900,<3,<3,<3,CO,2010
08075966000,4,<3,<3,CO,2010
08075966100,19,<3,<3,CO,2010
08075966200,6,<3,<3,CO,2010
08075966300,12,<3,<3,CO,2010
08075966400,6,<3,<3,CO,2010
08077000200,<3,<3,<3,CO,2010
08077000300,3,<3,<3,CO,2010
08077000400,<3,<3,<3,CO,2010
08077000500,<3,<3,<3,CO,2010
08077000601,<3,<3,<3,CO,2010
08077000602,<3,<3,<3,CO,2010
08077000700,5,<3,<3,CO,2010
08077000800,<3,<3,<3,CO,2010
08077000900,<3,<3,<3,CO,2010
08077001001,<3,<3,<3,CO,2010
08077001002,<3,<3,<3,CO,2010
08077001101,3,<3,<3,CO,2010
08077001102,4,<3,<3,CO,2010
08077001200,<3,<3,<3,CO,2010
08077001301,4,<3,<3,CO,2010
08077001302,<3,<3,<3,CO,2010
08077001402,3,<3,<3,CO,2010
08077001403,<3,<3,<3,CO,2010
08077001404,<3,<3,<3,CO,2010
08077001501,12,<3,<3,CO,2010
08077001502,<3,<3,<3,CO,2010
08077001600,3,<3,<3,CO,2010
08077001702,<3,<3,<3,CO,2010
08077001703,<3,<3,<3,CO,2010
08077001705,4,<3,<3,CO,2010
08077001706,4,<3,<3,CO,2010
08077001707,<3,<3,<3,CO,2010
08077001800,<3,<3,<3,CO,2010
08077001900,<3,<3,<3,CO,2010
08079973600,<3,<3,<3,CO,2010
08081000300,4,<3,<3,CO,2010
08081000400,11,<3,<3,CO,2010
08081000500,16,<3,<3,CO,2010
08081000600,3,<3,<3,CO,2010
08083941100,43,<3,<3,CO,2010
08083969000,35,<3,<3,CO,2010
08083969100,40,<3,<3,CO,2010
08083969200,22,<3,<3,CO,2010
08083969300,64,<3,<3,CO,2010
08083969400,58,<3,<3,CO,2010
08083969600,52,<3,<3,CO,2010
08085966100,12,<3,<3,CO,2010
08085966201,131,4,<3,CO,2010
08085966202,91,5,<3,CO,2010
08085966300,375,23,<3,CO,2010
08085966400,229,15,4,CO,2010
08085966501,44,<3,<3,CO,2010
08085966502,107,<3,<3,CO,2010
08085966503,127,4,<3,CO,2010
08085966601,232,11,<3,CO,2010
08085966602,81,5,<3,CO,2010
08087000100,14,<3,<3,CO,2010
08087000200,20,<3,<3,CO,2010
08087000300,35,<3,<3,CO,2010
08087000400,105,4,<3,CO,2010
08087000500,82,11,3,CO,2010
08087000600,192,8,<3,CO,2010
08087000700,208,<3,<3,CO,2010
08087000800,22,<3,<3,CO,2010
08089968000,18,<3,<3,CO,2010
08089968100,51,3,<3,CO,2010
08089968200,29,<3,<3,CO,2010
08089968300,66,<3,<3,CO,2010
08089968400,12,<3,<3,CO,2010
08089968500,9,<3,<3,CO,2010
08089968600,180,27,<3,CO,2010
08091967600,47,5,<3,CO,2010
08093000100,14,<3,<3,CO,2010
08093000200,4,<3,<3,CO,2010
08093000300,<3,<3,<3,CO,2010
08093000400,8,<3,<3,CO,2010
08093000500,<3,<3,<3,CO,2010
08095967600,16,<3,<3,CO,2010
08095967700,5,<3,<3,CO,2010
08097000100,84,4,<3,CO,2010
08097000401,14,<3,<3,CO,2010
08097000402,3,<3,<3,CO,2010
08097000500,6,<3,<3,CO,2010
08099000100,10,<3,<3,CO,2010
08099000200,43,<3,<3,CO,2010
08099000300,60,<3,<3,CO,2010
08099000600,8,<3,<3,CO,2010
08099000700,17,<3,<3,CO,2010
08101000100,30,<3,<3,CO,2010
08101000200,44,<3,<3,CO,2010
08101000300,<3,<3,<3,CO,2010
08101000400,31,4,<3,CO,2010
08101000500,24,<3,<3,CO,2010
08101000600,50,<3,<3,CO,2010
08101000800,45,<3,<3,CO,2010
08101000902,105,3,<3,CO,2010
08101000903,<3,<3,<3,CO,2010
08101000904,39,<3,<3,CO,2010
08101000905,44,<3,<3,CO,2010
08101001000,80,5,<3,CO,2010
08101001100,54,3,<3,CO,2010
08101001200,40,<3,<3,CO,2010
08101001400,21,<3,<3,CO,2010
08101001500,23,<3,<3,CO,2010
08101001600,10,<3,<3,CO,2010
08101001700,31,<3,<3,CO,2010
08101001800,33,<3,<3,CO,2010
08101001900,17,<3,<3,CO,2010
08101002000,71,9,4,CO,2010
08101002100,34,4,<3,CO,2010
08101002200,31,3,<3,CO,2010
08101002300,53,<3,<3,CO,2010
08101002400,23,<3,<3,CO,2010
08101002500,43,6,<3,CO,2010
08101002600,89,<3,<3,CO,2010
08101002700,52,<3,<3,CO,2010
08101002801,71,<3,<3,CO,2010
08101002802,30,<3,<3,CO,2010
08101002804,12,<3,<3,CO,2010
08101002806,30,<3,<3,CO,2010
08101002807,44,<3,<3,CO,2010
08101002808,12,<3,<3,CO,2010
08101002901,57,<3,<3,CO,2010
08101002903,67,<3,<3,CO,2010
08101002906,16,<3,<3,CO,2010
08101002911,14,<3,<3,CO,2010
08101002912,22,<3,<3,CO,2010
08101002913,5,<3,<3,CO,2010
08101002914,31,<3,<3,CO,2010
08101002915,18,<3,<3,CO,2010
08101002916,29,<3,<3,CO,2010
08101002917,19,<3,<3,CO,2010
08101002918,37,<3,<3,CO,2010
08101003001,40,<3,<3,CO,2010
08101003004,20,<3,<3,CO,2010
08101003103,14,<3,<3,CO,2010
08101003104,9,<3,<3,CO,2010
08101003105,15,<3,<3,CO,2010
08101003106,12,<3,<3,CO,2010
08101003200,23,<3,<3,CO,2010
08101003500,19,<3,<3,CO,2010
08101003600,33,<3,<3,CO,2010
08101980100,<3,<3,<3,CO,2010
08103951100,10,<3,<3,CO,2010
08103951200,8,<3,<3,CO,2010
08105976700,288,15,<3,CO,2010
08105976800,118,4,<3,CO,2010
08105977000,56,<3,<3,CO,2010
08107000100,3,<3,<3,CO,2010
08107000200,<3,<3,<3,CO,2010
08107000300,4,<3,<3,CO,2010
08107000400,5,<3,<3,CO,2010
08107000500,19,<3,<3,CO,2010
08107000600,7,<3,<3,CO,2010
08107000700,6,<3,<3,CO,2010
08107000800,<3,<3,<3,CO,2010
08109977600,21,<3,<3,CO,2010
08109977700,248,13,<3,CO,2010
08111972600,12,<3,<3,CO,2010
08113968101,<3,<3,<3,CO,2010
08113968102,13,<3,<3,CO,2010
08113968103,3,<3,<3,CO,2010
08113968200,13,3,<3,CO,2010
08115968300,3,<3,<3,CO,2010
08117000100,65,3,<3,CO,2010
08117000200,95,<3,<3,CO,2010
08117000300,14,<3,<3,CO,2010
08117000401,<3,<3,<3,CO,2010
08117000402,33,<3,<3,CO,2010
08119010103,18,<3,<3,CO,2010
08119010104,8,<3,<3,CO,2010
08119010105,11,<3,<3,CO,2010
08119010106,18,<3,<3,CO,2010
08119010201,5,<3,<3,CO,2010
08119010202,<3,<3,<3,CO,2010
08121924100,10,<3,<3,CO,2010
08121924200,22,<3,<3,CO,2010
08123000100,290,32,5,CO,2010
08123000200,145,8,<3,CO,2010
08123000300,<3,<3,<3,CO,2010
08123000401,100,<3,<3,CO,2010
08123000402,273,23,5,CO,2010
08123000501,449,15,<3,CO,2010
08123000502,493,48,6,CO,2010
08123000600,116,4,<3,CO,2010
08123000701,247,19,<3,CO,2010
08123000703,814,17,<3,CO,2010
08123000704,46,<3,<3,CO,2010
08123000705,43,<3,<3,CO,2010
08123000800,189,11,<3,CO,2010
08123000900,176,5,<3,CO,2010
08123001003,721,26,3,CO,2010
08123001004,555,18,<3,CO,2010
08123001005,362,8,4,CO,2010
08123001006,273,8,<3,CO,2010
08123001100,186,5,<3,CO,2010
08123001201,288,9,<3,CO,2010
08123001202,105,6,<3,CO,2010
08123001300,554,21,<3,CO,2010
08123001404,103,4,<3,CO,2010
08123001405,113,<3,<3,CO,2010
08123001406,111,<3,<3,CO,2010
08123001407,22,<3,<3,CO,2010
08123001408,37,<3,<3,CO,2010
08123001409,98,3,<3,CO,2010
08123001410,23,<3,<3,CO,2010
08123001411,31,<3,<3,CO,2010
08123001412,42,<3,<3,CO,2010
08123001413,130,<3,<3,CO,2010
08123001414,47,<3,<3,CO,2010
08123001415,55,<3,<3,CO,2010
08123001416,27,<3,<3,CO,2010
08123001417,106,<3,<3,CO,2010
08123001500,105,4,<3,CO,2010
08123001600,107,6,<3,CO,2010
08123001700,136,6,<3,CO,2010
08123001800,74,6,<3,CO,2010
08123001902,39,<3,<3,CO,2010
08123001905,25,<3,<3,CO,2010
08123001906,10,<3,<3,CO,2010
08123001907,8,<3,<3,CO,2010
08123001908,29,<3,<3,CO,2010
08123002004,26,<3,<3,CO,2010
08123002005,6,<3,<3,CO,2010
08123002006,<3,<3,<3,CO,2010
08123002007,28,<3,<3,CO,2010
08123002008,24,<3,<3,CO,2010
08123002009,11,<3,<3,CO,2010
08123002010,18,<3,<3,CO,2010
08123002011,<3,<3,<3,CO,2010
08123002012,5,<3,<3,CO,2010
08123002013,10,<3,<3,CO,2010
08123002014,6,<3,<3,CO,2010
08123002015,6,<3,<3,CO,2010
08123002016,9,<3,<3,CO,2010
08123002017,3,<3,<3,CO,2010
08123002018,4,<3,<3,CO,2010
08123002019,10,<3,<3,CO,2010
08123002020,10,<3,<3,CO,2010
08123002021,3,<3,<3,CO,2010
08123002101,189,<3,<3,CO,2010
08123002102,124,5,<3,CO,2010
08123002103,29,<3,<3,CO,2010
08123002203,6,<3,<3,CO,2010
08123002204,4,<3,<3,CO,2010
08123002205,49,3,<3,CO,2010
08123002206,22,<3,<3,CO,2010
08123002207,12,<3,<3,CO,2010
08123002208,26,<3,<3,CO,2010
08123002209,<3,<3,<3,CO,2010
08123002210,4,<3,<3,CO,2010
08123002300,83,5,<3,CO,2010
08123002501,70,4,<3,CO,2010
08123002502,26,<3,<3,CO,2010
08125963100,16,3,<3,CO,2010
08125963200,54,3,<3,CO,2010
08001007801,517,33,4,CO,2011
08001007802,446,9,<3,CO,2011
08001007900,525,22,4,CO,2011
08001008000,411,12,<3,CO,2011
08001008100,53,<3,<3,CO,2011
08001008200,273,3,<3,CO,2011
08001008308,447,23,6,CO,2011
08001008309,228,6,<3,CO,2011
08001008353,183,4,<3,CO,2011
08001008401,53,4,<3,CO,2011
08001008402,52,<3,<3,CO,2011
08001008505,180,3,<3,CO,2011
08001008506,195,<3,<3,CO,2011
08001008507,145,4,<3,CO,2011
08001008508,96,<3,<3,CO,2011
08001008523,55,<3,<3,CO,2011
08001008524,67,<3,<3,CO,2011
08001008526,54,<3,<3,CO,2011
08001008529,144,<3,<3,CO,2011
08001008533,194,<3,<3,CO,2011
08001008534,85,<3,<3,CO,2011
08001008535,73,<3,<3,CO,2011
08001008536,15,<3,<3,CO,2011
08001008537,62,3,<3,CO,2011
08001008538,50,<3,<3,CO,2011
08001008539,112,<3,<3,CO,2011
08001008540,77,<3,<3,CO,2011
08001008541,15,<3,<3,CO,2011
08001008542,41,<3,<3,CO,2011
08001008543,52,<3,<3,CO,2011
08001008544,34,<3,<3,CO,2011
08001008545,56,<3,<3,CO,2011
08001008546,55,<3,<3,CO,2011
08001008547,32,<3,<3,CO,2011
08001008548,21,<3,<3,CO,2011
08001008549,55,<3,<3,CO,2011
08001008550,136,<3,<3,CO,2011
08001008551,11,<3,<3,CO,2011
08001008603,27,<3,<3,CO,2011
08001008604,26,<3,<3,CO,2011
08001008605,50,<3,<3,CO,2011
08001008606,82,<3,<3,CO,2011
08001008705,184,7,<3,CO,2011
08001008706,201,4,<3,CO,2011
08001008709,352,12,6,CO,2011
08001008801,232,16,6,CO,2011
08001008802,147,8,<3,CO,2011
08001008901,134,7,<3,CO,2011
08001009001,206,7,<3,CO,2011
08001009002,382,9,<3,CO,2011
08001009101,142,4,<3,CO,2011
08001009103,173,<3,<3,CO,2011
08001009104,185,6,<3,CO,2011
08001009202,173,3,<3,CO,2011
08001009203,194,6,<3,CO,2011
08001009204,172,3,<3,CO,2011
08001009206,34,<3,<3,CO,2011
08001009207,145,6,<3,CO,2011
08001009304,275,8,<3,CO,2011
08001009306,122,4,<3,CO,2011
08001009307,182,<3,<3,CO,2011
08001009308,194,5,<3,CO,2011
08001009309,158,3,<3,CO,2011
08001009310,248,5,<3,CO,2011
08001009316,329,3,<3,CO,2011
08001009318,347,5,<3,CO,2011
08001009319,83,<3,<3,CO,2011
08001009320,158,4,<3,CO,2011
08001009321,141,<3,<3,CO,2011
08001009322,144,4,<3,CO,2011
08001009323,147,6,<3,CO,2011
08001009325,61,<3,<3,CO,2011
08001009326,22,<3,<3,CO,2011
08001009327,94,<3,<3,CO,2011
08001009401,156,<3,<3,CO,2011
08001009406,95,<3,<3,CO,2011
08001009407,204,5,<3,CO,2011
08001009408,16,<3,<3,CO,2011
08001009409,30,<3,<3,CO,2011
08001009410,15,<3,<3,CO,2011
08001009411,38,<3,<3,CO,2011
08001009501,126,<3,<3,CO,2011
08001009502,177,<3,<3,CO,2011
08001009553,126,4,<3,CO,2011
08001009603,157,<3,<3,CO,2011
08001009604,160,4,<3,CO,2011
08001009606,179,9,<3,CO,2011
08001009607,167,6,<3,CO,2011
08001009608,56,<3,<3,CO,2011
08001009751,174,6,<3,CO,2011
08001009752,158,<3,<3,CO,2011
08001015000,124,<3,<3,CO,2011
08001060000,32,<3,<3,CO,2011
08001060100,78,<3,<3,CO,2011
08001060200,50,<3,<3,CO,2011
08001061200,12,<3,<3,CO,2011
08001988700,<3,<3,<3,CO,2011
08003960000,17,<3,<3,CO,2011
08003960100,40,<3,<3,CO,2011
08003960200,194,4,<3,CO,2011
08003960300,154,8,<3,CO,2011
08005004951,78,5,<3,CO,2011
08005004952,106,3,<3,CO,2011
08005005551,138,5,<3,CO,2011
08005005552,109,5,<3,CO,2011
08005005553,135,6,<3,CO,2011
08005005611,45,<3,<3,CO,2011
08005005612,53,<3,<3,CO,2011
08005005614,30,<3,<3,CO,2011
08005005619,39,<3,<3,CO,2011
08005005620,25,<3,<3,CO,2011
08005005621,8,<3,<3,CO,2011
08005005622,9,<3,<3,CO,2011
08005005623,11,<3,<3,CO,2011
08005005624,9,<3,<3,CO,2011
08005005625,20,<3,<3,CO,2011
08005005626,22,<3,<3,CO,2011
08005005627,13,<3,<3,CO,2011
08005005628,41,<3,<3,CO,2011
08005005629,3,<3,<3,CO,2011
08005005630,25,<3,<3,CO,2011
08005005631,16,<3,<3,CO,2011
08005005632,13,<3,<3,CO,2011
08005005633,5,<3,<3,CO,2011
08005005634,4,<3,<3,CO,2011
08005005635,22,<3,<3,CO,2011
08005005636,6,<3,<3,CO,2011
08005005700,106,5,<3,CO,2011
08005005800,40,<3,<3,CO,2011
08005005951,81,7,<3,CO,2011
08005005952,42,<3,<3,CO,2011
08005006000,87,3,<3,CO,2011
08005006100,68,<3,<3,CO,2011
08005006200,50,<3,<3,CO,2011
08005006300,51,<3,<3,CO,2011
08005006400,83,5,<3,CO,2011
08005006501,23,<3,<3,CO,2011
08005006502,55,<3,<3,CO,2011
08005006601,204,5,<3,CO,2011
08005006603,35,<3,<3,CO,2011
08005006604,71,3,<3,CO,2011
08005006704,20,<3,<3,CO,2011
08005006705,10,<3,<3,CO,2011
08005006706,15,<3,<3,CO,2011
08005006707,35,<3,<3,CO,2011
08005006708,12,<3,<3,CO,2011
08005006709,18,<3,<3,CO,2011
08005006711,21,<3,<3,CO,2011
08005006712,<3,<3,<3,CO,2011
08005006713,8,<3,<3,CO,2011
08005006808,20,<3,<3,CO,2011
08005006815,45,5,<3,CO,2011
08005006854,27,<3,<3,CO,2011
08005006855,19,<3,<3,CO,2011
08005006856,103,<3,<3,CO,2011
08005006857,6,<3,<3,CO,2011
08005006858,10,<3,<3,CO,2011
08005007101,33,<3,<3,CO,2011
08005007103,11,<3,<3,CO,2011
08005007104,83,<3,<3,CO,2011
08005007105,119,<3,<3,CO,2011
08005007106,66,<3,<3,CO,2011
08005007107,101,<3,<3,CO,2011
08005007201,205,7,<3,CO,2011
08005007202,388,21,<3,CO,2011
08005007301,153,4,<3,CO,2011
08005007302,539,21,3,CO,2011
08005007400,315,11,<3,CO,2011
08005007500,131,<3,<3,CO,2011
08005007600,148,<3,<3,CO,2011
08005007702,180,6,<3,CO,2011
08005007703,203,6,<3,CO,2011
08005007704,312,7,<3,CO,2011
08005015100,38,<3,<3,CO,2011
08005080000,218,14,<3,CO,2011
08005080100,135,5,<3,CO,2011
08005080200,143,5,<3,CO,2011
08005080300,105,<3,<3,CO,2011
08005080400,68,<3,<3,CO,2011
08005080500,31,<3,<3,CO,2011
08005080600,107,3,<3,CO,2011
08005080700,214,3,<3,CO,2011
08005080800,191,7,<3,CO,2011
08005080900,128,<3,<3,CO,2011
08005081000,327,4,<3,CO,2011
08005081100,259,<3,<3,CO,2011
08005081200,166,6,<3,CO,2011
08005081300,105,<3,<3,CO,2011
08005081400,84,<3,<3,CO,2011
08005081500,<3,<3,<3,CO,2011
08005081600,77,<3,<3,CO,2011
08005081700,13,<3,<3,CO,2011
08005081800,380,4,<3,CO,2011
08005081900,344,4,<3,CO,2011
08005082000,181,<3,<3,CO,2011
08005082100,300,6,<3,CO,2011
08005082200,127,<3,<3,CO,2011
08005082300,114,<3,<3,CO,2011
08005082400,90,<3,<3,CO,2011
08005082500,19,<3,<3,CO,2011
08005082600,151,6,<3,CO,2011
08005082700,79,<3,<3,CO,2011
08005082800,94,3,<3,CO,2011
08005082900,90,<3,<3,CO,2011
08005083000,28,<3,<3,CO,2011
08005083100,128,<3,<3,CO,2011
08005083200,101,<3,<3,CO,2011
08005083300,55,<3,<3,CO,2011
08005083400,84,<3,<3,CO,2011
08005083500,108,3,<3,CO,2011
08005083600,46,<3,<3,CO,2011
08005083700,35,<3,<3,CO,2011
08005083800,51,<3,<3,CO,2011
08005083900,35,<3,<3,CO,2011
08005084000,27,<3,<3,CO,2011
08005084100,48,<3,<3,CO,2011
08005084200,77,<3,<3,CO,2011
08005084300,45,<3,<3,CO,2011
08005084400,49,<3,<3,CO,2011
08005084500,48,3,<3,CO,2011
08005084600,73,<3,<3,CO,2011
08005084700,60,<3,<3,CO,2011
08005084800,47,<3,<3,CO,2011
08005084900,24,<3,<3,CO,2011
08005085000,18,<3,<3,CO,2011
08005085100,39,<3,<3,CO,2011
08005085200,11,<3,<3,CO,2011
08005085300,18,<3,<3,CO,2011
08005085400,46,<3,<3,CO,2011
08005085500,44,<3,<3,CO,2011
08005085600,14,<3,<3,CO,2011
08005085700,67,<3,<3,CO,2011
08005085800,15,<3,<3,CO,2011
08005085900,55,<3,<3,CO,2011
08005086000,87,<3,<3,CO,2011
08005086100,47,<3,<3,CO,2011
08005086200,72,<3,<3,CO,2011
08005086300,58,<3,<3,CO,2011
08005086400,8,<3,<3,CO,2011
08005086500,49,<3,<3,CO,2011
08005086600,39,<3,<3,CO,2011
